Input,Generated Gloss
if the people were not tainted with the spirit of their state representatives they as the natural guardians of the constitution would throw their weight into the national scale and give it a decided preponderancy in the contest,IF PEOPLE BE DESC-NOT TAINT WITH SPIRIT X-Y STATE REPRESENTATIVE X-Y AS DESC-NATURAL GUARDIAN CONSTITUTION WOULD TAKE X-Y WEIGHT INTO DESC-NATIONAL SCALE AND GIVE X-IT DECIDE PREPENTENTANCE IN CONTEST
attempts of this kind would not often be made with levity or rashness because they could seldom be made without danger to the authors unless in cases of a tyrannical exercise of the federal authority,ATTEMPT THIS KIND WOULD DESC-NOT DESC-OFTEN BE MAKE WITH LEVITY OR RASHNESS BECAUSE X-Y COULD DESC-REGULARLY BE MAKE WITHOUT DANGER TO AUTHOR UNLESS IN CASE DESC-TYRANNIC EXERCISE DESC-FEDERAL AUTHORITY
if opposition to the national government should arise from the disorderly conduct of refractory or seditious individuals it could be overcome by the same means which are daily employed against the same evil under the state governments,IF OPPOSITION TO DESC-NATIONAL GOVERNMENT SHOULD ARISE FROM DESC-ORDINARY CONDUCT DESC-REFRACTORY OR DESC-SEEDIOUS INDIVIDUAL X-IT COULD BE OVERCOME BY DESC-SAME MEANS WHICH BE DESC-DAILY EMPLOY AGAINST DESC-SAME EXPLOIT UNDER STATE GOVERNMENT
the magistracy being equally the ministers of the law of the land from whatever source it might emanate would doubtless be as ready to guard the national as the local regulations from the inroads of private licentiousness,MANISTRY BE DESC-EQUALLY MINISTER LAW LAND FROM WHATEVER SOURCE X-IT MIGHT EMERGE WOULD DESC-DOUBTLESS BE AS DESC-READY TO WARD DESC-NATIONAL AS DESC-LOCAL REGULATION FROM INROAD DESC-PRIVATE LICENTIOUSNESS
when they happen they commonly amount to revolutions and dismemberments of empire,WHEN X-Y HAPPEN X-Y DESC-COMMONLY AMOUNT TO REVOLUTION AND DISMEMBERMENT IMPERION
no form of government can always either avoid or control them,NO FORM GOVERNMENT CAN DESC-ALWAYS EIR AVOID OR CONTROL X-Y
it is in vain to hope to guard against events too mighty for human foresight or precaution and it would be idle to object to a government because it could not perform impossibilities,X-IT BE IN DESC-VAIN TO HOPE TO GUARD AGAINST EVENT DESC-TOO DESC-MUTUAL FOR DESC-HUMAN FORESIGHT OR PRECAUTIONS AND X-IT WOULD BE DESC-IDLEAD TO OBJECT TO GOVERNMENT BECAUSE X-IT COULD DESC-NOT PERFORM IMPOSSIBILITY
the same subject continued the insufficiency of the present confederation to preserve the union for the independent journal,DESC-SAME SUBJECT CONTINUE INSUFFICIENCY DESC-PRESENT CONFEDERATION TO PRESERVE UNION FOR DESC-INDEPENDENT JOURNAL
to the people of the state of new york an objection of a nature different from that which has been stated and answered in my last address may perhaps be likewise urged against the principle of legislation for the individual citizens of america,TO PEOPLE STATE NEW YORK OBJECTION NATURE DESC-DIFFERENT FROM THAT WHICH HAVE BE STATE AND ANSWER IN X-MY DESC-LAST ADDRESS MAY DESC-PERHAPS BE DESC-LIKELY URGE AGAINST PRINCIPLE LEGISLATION FOR INDIVIDUAL CITIZEN AMERICA
it may be said that it would tend to render the government of the union too powerful and to enable it to absorb those residuary authorities which it might be judged proper to leave with the states for local purposes,X-IT MAY BE SAY THAT X-IT WOULD TEND TO REND GOVERNMENT UNION DESC-TOO DESC-POWERFUL AND TO ENABLE X-IT TO ABSORB THOSE RESIDUBARY AUTHORITY WHICH X-IT MIGHT BE JUDGE DESC-PROPER TO LEAVE WITH STATE FOR DESC-LOCAL PURPOSE
the regulation of the mere domestic police of a state appears to me to hold out slender allurements to ambition,REGULATION DESC-MERE DESC-DOMESTIC POLICE STATE APPEAR TO X-I TO HOLD OUT SLENDER ALLUREMENT TO AMBITION
commerce finance negotiation and war seem to comprehend all the objects which have charms for minds governed by that passion and all the powers necessary to those objects ought in the first instance to be lodged in the national depository,COMMERCE FINANCE NEGOTIATION AND WAR SEEM TO COMPREHENSE ALL OBJECTIVE WHICH HAVE CHARM FOR MIND GOVERN BY THAT PATIENCE AND ALL POWER DESC-NECESSARY TO THOSE OBJECTIVE OUGHT IN DESC-FIRST INSTANCE TO BE LOCAT IN DESC-NATIONAL DEPOSITIVE
it will always be far more easy for the state governments to encroach upon the national authorities than for the national government to encroach upon the state authorities,X-IT WILL DESC-ALWAYS BE DESC-FAR MORE DESC-EASY FOR STATE GOVERNMENT TO ECARPAY UPON DESC-NATIONAL AUTHORITY THAN FOR DESC-NATIONAL GOVERNMENT TO ECARPAY UPON STATE AUTHORITY
the superiority of influence in favor of the particular governments would result partly from the diffusive construction of the national government but chiefly from the nature of the objects to which the attention of the state administrations would be directed,SUPERIORITY INFLUENCE IN FAVOR DESC-PARTICULAR GOVERNMENT WOULD RESULT DESC-PARTICULARLY FROM DESC-DISCUSSIVE CONSTRUCTION DESC-NATIONAL GOVERNMENT BUT DESC-CHIEFLY FROM NATURE OBJECT TO WHICH ATTENTION STATE ADMINISTRATION WOULD BE DESC-DIRECT
it is a known fact in human nature that its affections are commonly weak in proportion to the distance or diffusiveness of the object,X-IT BE KNOW FACT IN DESC-HUMAN NATURE THAT X-ITS AFFAIR BE DESC-COMMONLY DESC-WEAK IN PROPORTION TO DISTANCE OR DIFFUSIVENESS OBJECTIVE
this strong propensity of the human heart would find powerful auxiliaries in the objects of state regulation,THIS DESC-STRONG PROPENSITY DESC-HUMAN HEART WOULD FIND DESC-POWERFUL AUTILIARY IN OBJECT STATE REGULATION
there is one transcendant advantage belonging to the province of the state governments which alone suffices to place the matter in a clear and satisfactory light i mean the ordinary administration of criminal and civil justice,DESC-RE BE ONE TRANSPARENT ADVANTAGE APPEAR TO PROVINCE STATE GOVERNMENT WHICH DESC-ALONE SUFCE TO PLACE MATTER IN DESC-CLEAR AND DESC-SATISFACTORY LIGHT X-I MEAN DESC-ORDINARY ADMINISTRATION DESC-CRIMINAL AND DESC-CIVIL JUSTICE
this of all others is the most powerful most universal and most attractive source of popular obedience and attachment,THIS ALL DESC-OR BE MOST DESC-POWERFUL MOST DESC-UNIVERSAL AND MOST DESC-ATTRACTIVE SOURCE DESC-POPULAR OBEYMENT AND ATTACHMENT
the operations of the national government on the other hand falling less immediately under the observation of the mass of the citizens the benefits derived from it will chiefly be perceived and attended to by speculative men,OPERATION DESC-NATIONAL GOVERNMENT ON DESC-OR HAND FALL DESC-LESS DESC-IMMEDIATELY UNDER OBSERVATION MASS CITIZEN BENEFIT DEVOUR FROM X-IT WILL DESC-CHIEFLY BE PERCEIVE AND ATTEND TO BY DESC-SPECULATIVE MAN
relating to more general interests they will be less apt to come home to the feelings of the people and in proportion less likely to inspire an habitual sense of obligation and an active sentiment of attachment,RELATE TO MORE DESC-GENERAL INTEREST X-Y WILL BE DESC-LESS DESC-APPROPRIATE TO COME HOME TO FEELING PEOPLE AND IN PROPORTION DESC-LESS DESC-LIKELY TO INFUSE DESC-HAPTITUDE SENSE OBLIGATION AND DESC-ACTIVE SENTENCE ATTACHMENT
the reasoning on this head has been abundantly exemplified by the experience of all federal constitutions with which we are acquainted and of all others which have borne the least analogy to them,RAISON ON THIS HEAD HAVE BE DESC-ABUNDANTLY EXEMPLIFY BY EXPERIENCE ALL DESC-FEDERAL CONSTITUTION WITH WHICH X-WE BE AFFAIR AND ALL DESC-OR WHICH HAVE BEAR DESC-LEAST ANALOGY TO X-Y
though the ancient feudal systems were not strictly speaking confederacies yet they partook of the nature of that species of association,THOUGH DESC-ALTEN DESC-FOLDAL SYSTEM BE DESC-NOT DESC-STRICTLY SPEAKING CONFEDERACY DESC-Y PARTOOK NATURE THAT SPECIES ASSOCIATION
each principal vassal was a kind of sovereign within his particular demesnes,EACH PRINCIPAL VASSAL BE KIND DESC-SOVEREIGNTY WITHIN X-HE DESC-PARTICULAR DEMENESE
the consequences of this situation were a continual opposition to authority of the sovereign and frequent wars between the great barons or chief feudatories themselves,CONSEQUENCE THIS SITUATION BE DESC-CONTINUAL OPPOSE TO AUTHORITY DESC-SOVEREIGNTY AND DESC-FREQUENT WAR BETWEEN DESC-GREAT BARON OR COURT FAUDARIAIRE X-MSELVES
the power of the head of the nation was commonly too weak either to preserve the public peace or to protect the people against the oppressions of their immediate lords,POWER HEAD NATION BE DESC-COMMONLY DESC-TOO DESC-WEAK EIR TO PRESERVE PUBLIC PEACE OR TO PROTECT PEOPLE AGAINST OPPRESSION X-Y DESC-IMMEDIATE LOAD
this period of european affairs is emphatically styled by historians the times of feudal anarchy,THIS PERIOD EUROPEAN AFFAIR BE DESC-EMPHATICALLY STAGE BY HISTORICAN TIME DESC-FEUDAL ANARGY
when the sovereign happened to be a man of vigorous and warlike temper and of superior abilities he would acquire a personal weight and influence which answered for the time the purpose of a more regular authority,WHEN SOVEREIGNTY HAPPEN TO BE MAN DESC-VIGOROUS AND DESC-WARLIKE TEMPER AND DESC-SUPERMISE ABILITY X-HE WOULD ACQUIRE DESC-PERSONAL WEIGHT AND INFLUENCE WHICH ANSWER FOR TIME PURPOSE MORE DESC-REGULAR AUTHORITY
but in general the power of the barons triumphed over that of the prince and in many instances his dominion was entirely thrown off and the great fiefs were erected into independent principalities or states,BUT IN DESC-GENERAL POWER BARON TRUE OVER THAT PRINCE AND IN DESC-MANY INSTANCE X-HE DOMINION BE DESC-ENTIRELY THROW OFF AND DESC-GREAT FIEF BE ERECT INTO DESC-INDEPENDENT PRINCIPLE OR STATE
in those instances in which the monarch finally prevailed over his vassals his success was chiefly owing to the tyranny of those vassals over their dependents,IN THOSE INSTANCE IN WHICH MONARCH DESC-FINALLY PREVAIL OVER X-HE VASSAL X-HE SUCCESS BE DESC-CHIEFLY OWE TO TYRANNY THOSE VASSAL OVER X-Y DESC-DEPENDENT
the barons or nobles equally the enemies of the sovereign and the oppressors of the common people were dreaded and detested by both till mutual danger and mutual interest effected a union between them fatal to the power of the aristocracy,BARON OR DESC-NOBLE DESC-EQUALLY EFFERENT DESC-SOVEREIGNT AND OPPRESSOR DESC-COMMON PEOPLE BE DESC-DREADED AND DETEST BY BOTH UNTIL DESC-MUTUAL DANGER AND DESC-MUTUAL INTEREST EFFECT UNION BETWEEN X-Y DESC-FAILURE TO POWER AristoCRACY
had the nobles by a conduct of clemency and justice preserved the fidelity and devotion of their retainers and followers the contests between them and the prince must almost always have ended in their favor and in the abridgment or subversion of the royal authority,HAVE NOBLE BY CONDUCT CLEMENCE AND JUSTICE PRESERVE FRIENDSHIP AND DEVOTION X-Y RETENDER AND FOLLOWER CONTEST BETWEEN X-Y AND PRINCE MUST DESC-ALMOST DESC-ALWAYS HAVE END IN X-Y FAVOR AND IN ABRIDGEMENT OR SUBVERSION DESC-RHOODLY AUTHORITY
this is not an assertion founded merely in speculation or conjecture,THIS BE DESC-NOT ASSERTION FIND DESC-MERELY IN SPECULATION OR CONJUMPURE
among other illustrations of its truth which might be cited scotland will furnish a cogent example,AMONG DESC-OR ILLUSTRATION X-ITS TRUTH WHICH MIGHT BE CITE SOCTLAND WILL FURNITURE COGENTE EXAMPLE
it will be well if they are not able to counteract its legitimate and necessary authority,X-IT WILL BE DESC-WELL IF X-Y BE DESC-NOT DESC-ABLE TO COUNTERACT X-ITS DESC-LEGITIMATE AND DESC-NECESSARY AUTHORITY
a concise review of the events that have attended confederate governments will further illustrate this important doctrine an inattention to which has been the great source of our political mistakes and has given our jealousy a direction to the wrong side,DESC-CONCISE REVIEW EVENT THAT HAVE ATTEND CONFEDERATIVE GOVERNMENT WILL DESC-FURR ILLUSTRATE THIS DESC-IMPORTANT DOCUMENT INATTENSION TO WHICH HAVE BE DESC-GREAT SOURCE X-WE DESC-POLITICAL MISTAKE AND HAVE GIVE X-WE JERSEY DESC-DIRECTION TO DESC-WRONG SIDE
this review shall form the subject of some ensuing papers,THIS REVIEW SHALL FORM SUBJECT SOME ENSUE PAPER
the same subject continued the insufficiency of the present confederation to preserve the union for the independent journal,DESC-SAME SUBJECT CONTINUE INSUFFICIENCY DESC-PRESENT CONFEDERATION TO PRESERVE UNION FOR DESC-INDEPENDENT JOURNAL
to the people of the state of new york among the confederacies of antiquity the most considerable was that of the grecian republics associated under the amphictyonic council,TO PEOPLE STATE NEW YORK AMONG CONFÉDÉRACY ANTIQUITY MOST DESC-CONSIDERABLE BE THAT GREEKIAN REPUBLIC ASSOCIATE UNDER APHICTYONIC COUNCIL
from the best accounts transmitted of this celebrated institution it bore a very instructive analogy to the present confederation of the american states,FROM DESC-BEST ACCOUNT TRANSMIT THIS CELEBRATE INSTITUTION X-IT BEAR DESC-VERY DESC-INSTRUCTIVE ANALOGY TO DESC-PRESENT CONFEDERATION AMERICAN STATE
the members retained the character of independent and sovereign states and had equal votes in the federal council,MEMBER RETAIN CHARACTER DESC-INDEPENDENT AND DESC-SOVEREIGN STATE AND HAVE DESC-EQUAL VOTE IN DESC-FEDERAL COUNCIL
the amphictyons were the guardians of religion and of the immense riches belonging to the temple of delphos where they had the right of jurisdiction in controversies between the inhabitants and those who came to consult the oracle,AMEMICTYON BE GUARDIAN RELIGION AND DESC-IMMENSE RICHNESS BEHAVE TO TEMPLE DELPHOS WHERE X-Y HAVE DESC-RIGHT JURISDICTION IN CONTROVERSY BETWEEN INHABITANT AND THOSE WHO COME TO CONSULT ORACCLE
as a further provision for the efficacy of the federal powers they took an oath mutually to defend and protect the united cities to punish the violators of this oath and to inflict vengeance on sacrilegious despoilers of the temple,AS DESC-FURR PROVISION FOR EFFICIENCY DESC-FEDERAL POWER X-Y TAKE OATH DESC-MUTUALLY TO DEFEND AND PROTECT UNITE CITY TO PUNISH VIOLATOR THIS OATH AND TO INFLECT VEGENCE ON DESC-SACARIELIGIOUS DESPOLLER TEMPLE
in theory and upon paper this apparatus of powers seems amply sufficient for all general purposes,IN THEORY AND UPON PAPER THIS APPARENT POWER SEEM DESC-AMPLY DESC-SUFFICIENT FOR ALL DESC-GENERAL PURPOSE
in several material instances they exceed the powers enumerated in the articles of confederation,IN DESC-SEVERAL MATERIAL INSTANCE X-Y EXCEED POWER ENEMERATED IN ARTICLE CONFEDERATION
the amphictyons had in their hands the superstition of the times one of the principal engines by which government was then maintained they had a declared authority to use coercion against refractory cities and were bound by oath to exert this authority on the necessary occasions,AMPHICTYON HAVE IN X-Y HAND SUPERSTITUTION TIME ONE PRINCIPLE ENGINE BY WHICH GOVERNMENT BE DESC-N MAINTAIN X-Y HAVE DECLARE AUTHORITY TO USE COERCION AGAINST DESC-REFRICACY CITY AND BE BIND BY OATH TO EXERT THIS AUTHORITY ON DESC-NECESSARY OCCASION
very different nevertheless was the experiment from the theory,DESC-VERY DESC-DIFFERENT DESC-NEVERLESS BE EXPERIMENT FROM THEORY
the powers like those of the present congress were administered by deputies appointed wholly by the cities in their political capacities and exercised over them in the same capacities,POWER LIKE THOSE DESC-PRESENT CONGRESS BE ADMINISTER BY DEPUTY APPOINT DESC-WHALLY BY CITY IN X-Y DESC-POLITICAL CAPACITY AND EXERCISE OVER X-Y IN DESC-SAME CAPACITY
hence the weakness the disorders and finally the destruction of the confederacy,DESC-HENCE WEAKNESS DISEASE AND DESC-FINALLY DESTRUCTION CONFEDERACY
the more powerful members instead of being kept in awe and subordination tyrannized successively over all the rest,MORE DESC-POWERFUL MEMBER DESC-INSTEAD BE KEEP IN AWE AND SUBORDINATION DESC-TYRANNIZE DESC-SUCCESSIVELY OVER ALL REST
athens as we learn from demosthenes was the arbiter of greece seventythree years,ATHEN AS X-WE LEARN FROM DEMOSTHENE BE ABBITER GREECE SENTYTHREE YEAR
the lacedaemonians next governed it twentynine years at a subsequent period after the battle of leuctra the thebans had their turn of domination,LACEDAEMONIAN NEXT GOVERN X-IT TWENTYNINE YEAR AT DESC-SUBSEQUENT PERIOD AFTER BATTLE LEUCTRA THBAN HAVE X-Y TURN DOMINATION
it happened but too often according to plutarch that the deputies of the strongest cities awed and corrupted those of the weaker and that judgment went in favor of the most powerful party,X-IT HAPPEN BUT DESC-TOO DESC-OFTEN ACCORD TO PLOTARCH THAT DEPUTY DESC-STRONGEST CITY AWE AND CORRUPTE THOSE DESC-WEAKER AND THAT JUDGMENT GO IN FAVOR MOST DESC-POWERFUL PARTY
