Input,Generated Gloss
what bitter anguish would not the people of athens have often escaped if their government had contained so provident a safeguard against the tyranny of their own passions,WHAT BITTER ANGUISH WOULD DESC-NOT PEOPLE ATHEN HAVE OFTEN EXPERIENCE IF X-Y GOVERNMENT HAVE CONTAIN SOMETHING PROVIDENT SAFEGUARD AGAINST TYRANNY TOGETHER PASSION
popular liberty might then have escaped the indelible reproach of decreeing to the same citizens the hemlock on one day and statues on the next,DESC-POPULOUS LIBERTY MIGHT X-N HAVE EXPERIENCE INDELIBELABLE REPROACH DECIDE TO SAME CITIZEN HEMLOCK ON ONE DAY AND STATUTE ON N NEXT
it may be suggested that a people spread over an extensive region can not like the crowded inhabitants of a small district be subject to the infection of violent passions or to the danger of combining in pursuit of unjust measures,X-IT MAY BE SUGGEST THAT PEOPLE SPREAD OVER DESC-EXTENSIVE REGION CAN NOT LIKE PUMBLED INHABITANT DISTRICT BE SUBJECT TO INFECTION VIOLENT POLITICS OR TO DANGER COMBINE IN PURSUE UNDERTAKEN MEASURE
i am far from denying that this is a distinction of peculiar importance,X-I BE DESC-FAR FROM DENY THAT THIS BE DISTINCTION PERSONALLY IMPORTANCE
i have on the contrary endeavored in a former paper to show that it is one of the principal recommendations of a confederated republic,X-I HAVE ON CONTRARY EFFORT IN DESC-FORMER PAPER TO SHOW THAT IT BE ONE PRINCIPAL RECOMMENDATION CONFEDERATE REPUBLIC
at the same time this advantage ought not to be considered as superseding the use of auxiliary precautions,AT DESC-SAME TIME THIS ADVANTAGE WOUVEN NON TO BE CONSIDER AS SUPERSEDE USE AUXILIARY PRECAUTIONS
it adds no small weight to all these considerations to recollect that history informs us of no longlived republic which had not a senate,X-IT ADD NO DESC-SMALL WEIGHT TO ALL SE CONSIDERATION TO RECOLLECT THAT HISTORY INFORM x-WE NO LONGLIVE REPUBLIC WHICH HAVE DESPITE SENEATE
sparta rome and carthage are in fact the only states to whom that character can be applied,SPARTA ROME AND CATHAGE BE IN FACT DESC-ONLY STATE TO WHOM THAT CHARACTER CAN BE APPLY
in each of the two first there was a senate for life,IN EACH TWO DESC-FIRST EXIST BE SENATE FOR LIFE
the constitution of the senate in the last is less known,CONSTITUTION SENSATE IN DESC-LAST BE MORE KNOW
circumstantial evidence makes it probable that it was not different in this particular from the two others,CIRCUMSTANTIAL EVIDENCE MAKE X-IT DESC-PROBABLY THAT EXIST IN THIS PARTICULAR FROM TWO ALTERNATIVE
it is at least certain that it had some quality or other which rendered it an anchor against popular fluctuations and that a smaller council drawn out of the senate was appointed not only for life but filled up vacancies itself,X-IT BE AT DESC-LEAST DESPITE THAT ELSE HAVE SOME QUALITY OR ANDERN WHICH REND IT AN ANCHOR AGAINST PUBLIC FLUCTUATION AND THAT MORROW COUNCIL DRAW OUT SENEATE BE APPOINT NOT ONLY FOR LIFE BUT FULFIL EXIST VOLUNTEER ITSELF
i am not unaware of the circumstances which distinguish the american from other popular governments as well ancient as modern and which render extreme circumspection necessary in reasoning from the one case to the other,X-I BE DESC-NOT UNAWARE CIRCUMSTANCE WHICH DISTINGUISH AMERICAN FROM EXTERNAL POPULATION GOVERNMENT ASS WELL ANTIQUE AS MODERN AND WHO REVERSE EMOTIONAL CIRCULAR SPECIFICATION NEED IN RAISONING FROM ONE CASE TO ORGANIZATION
but after allowing due weight to this consideration it may still be maintained that there are many points of similitude which render these examples not unworthy of our attention,BUT AFTER ALLOW DESC-DUE WEIGHT TO THIS CONSIDERATION X-IT MAY STILL BE MAINTAIN THAT RARE SOME POINT SIMILITATIVENESS WHICH REND SE EXAMPLE NON UNEXPLICIT ATTENTION
many of the defects as we have seen which can only be supplied by a senatorial institution are common to a numerous assembly frequently elected by the people and to the people themselves,DESC-MANY DEFICIT AS X-WE HAVE SEE WHICH CAN ONLY BE SUPPLY BY SENATORIAL INSTITUTION BE COMMON TO NUMBEROUS ASSEMBLY ELECTION ABOUT PEOPLE AND TO POPULAR THROUGHOUT THEMSELVES
there are others peculiar to the former which require the control of such an institution,DESC-RE BE ALTERNATIVE TO FORMER WHICH REQUIRE CONTROL SUCH INSTITUTION
the use which has been made of this difference in reasonings contained in former papers will have shown that i am disposed neither to deny its existence nor to undervalue its importance,USE WHICH HAVE BE MAKE THIS DIFFERENCE IN RAISONING CONTAIN IN DESC-FORMER PAPER WILL HAVE SHOW THAT X-I BE DISPOSE NEIR TO DENY SHE EXISTENCE NOR TO UNDERVALUE ITS IMPORTANCE
i feel the less restraint therefore in observing that the position concerning the ignorance of the ancient governments on the subject of representation is by no means precisely true in the latitude commonly given to it,X-I FEEL DESC-LESS RESTRICT DECIDEDLY IN OBSERVE THAT POSITION CONCERN INVESTIGATION ANTIQUE GOVERNMENT ON SUBJECT REPRESENTATION BE BY NO MEANS SPECIFICALLY TRUTH IN LATITUDE COMMUNALLY GIVE TO IT
without entering into a disquisition which here would be misplaced i will refer to a few known facts in support of what i advance,WITHOUT ENTER INTO DISQUISITION WHICH DESC-HERE WOULD BE MISPLACE X-I WILL REFER TO FIVE KNOW FACT IN SUPPORT WHAT I ADVANCE
in the most pure democracies of greece many of the executive functions were performed not by the people themselves but by officers elected by the people and representing the people in their executive capacity,IN MOST DESC-PURPOSE DEMOCRACY GREECE NUMBER EXECUTIVE FUNCTION BE PERFORM NOT BY PEOPLE X-MSELVES BUTBY OFFICER ELECT BEYOND POPULATION AND REPRESENTPENDING POPULAR IN SHE EMPRESSIVE CAPACITY
prior to the reform of solon athens was governed by nine archons annually elected by the people at large,DESC-PREVIOUS TO REFORM SOLONA ATHEN BE GOVERN BY NINE ARGOON ANNUALLY ELECTBY PEOPLE AT LENGTH
the degree of power delegated to them seems to be left in great obscurity,DEGREE POWER DELEGATE TO X-Y SEEM TO BE LEAVE IN DESC-GREAT OBSERVITY
the senate of carthage also whatever might be its power or the duration of its appointment appears to have been elective by the suffrages of the people,SENATE CATHAGE DESC-ALSO WHATEVER MIGHT BE X-ITS POWER OR DURATION EMPLOYMENT APPOINT TO HAVE BE ELECTIONIVE BY SUFFERAGE PEOPLE
similar instances might be traced in most if not all the popular governments of antiquity,DESC-SIMILAR INSTANCE MIGHT BE TRACE IN MOST IF NOT ALL POPULATION GOVERNMENT ANTIQUITY
from these facts to which many others might be added it is clear that the principle of representation was neither unknown to the ancients nor wholly overlooked in their political constitutions,FROM SE FACT TO WHICH DESC-MANY ALTERNATIVE MIGHT BE ADD X-IT BE BRIEF THAT PRINCIPLE REPRESENTATION BE EIR UNKNOWN TO ADORABLES NOR WHOLLLY OVERLOOK IN THOSE POLITICAL CONSTITUTION
the true distinction between these and the american governments lies in the total exclusion of the people in their collective capacity from any share in the latter and not in the total exclusion of the representatives of the people from the administration of the former,DESC-TRUE DISTINCTION BETWEEN SE AND AMERICAN GOVERNMENT LIE IN TOTAL EXCLUSION PEOPLE IN X-Y COLLABORATIVE CAPACITY FROM ANY SHARE IN LATTER AND NON IN THREE EVEN TEXT EMISSION REPRESENTANT POPULATION FROM ADMINISTRATION FORMER
the distinction however thus qualified must be admitted to leave a most advantageous superiority in favor of the united states,DIFFERENCE DESC-HOWEVER THUS QUALIFY MUST BE ADMIT TO LEAVE MOST AVAILABLE SUPERIORITY IN FAVOR UNITE STATE
but to insure to this advantage its full effect we must be careful not to separate it from the other advantage of an extensive territory,BUT TO INSURE TO THIS ADVANTAGE X-ITS DESC-FULL EFFECT WE MUST BE PRECAUT FURTH NOT TO SEPARATE LONGER THROUGHOUT TERRITORY
for it can not be believed that any form of representative government could have succeeded within the narrow limits occupied by the democracies of greece,FOR X-IT CAN DESC-NOT BE BELIEVE THAT ANY FORM REPRESENTATIVE GOVERNMENT COULD HAVE SUCCEED WITHIN BROADBAND LIMIT OCCUPY BY DEMOCRACY GREECE
but a more particular reply may be given,BUT MORE DESC-PARTICULAR REPLY MAY BE GIVE
before such a revolution can be effected the senate it is to be observed must in the first place corrupt itself must next corrupt the state legislatures must then corrupt the house of representatives and must finally corrupt the people at large,BEFORE DESC-SUCH REVOLUTION CAN BE EFFECT SENSATE X-IT BE TO BE OBSERVATE MUST IN FIRST PLACE CORRUPTE ITSELF MUST NEXT CORRUPT STATE LEGISLATIVE MUST THROUGH CONTROVERSY HOUSE REPRESENTANT AND MUST DEFINITELY CONTRADICT PEOPLE AT LONG LOUNGE
it is evident that the senate must be first corrupted before it can attempt an establishment of tyranny,X-IT BE DESC-EXPLICIT THAT SENEATE MUST BE FIRST CORRUPTE BEFORE IT CAN ATTEMPT ESTABLISHMENT TYRANNY
without corrupting the state legislatures it can not prosecute the attempt because the periodical change of members would otherwise regenerate the whole body,WITHOUT CORRUPTE STATE LEGISLATIVE X-IT CAN DESC-NOT PROSECUTION ATTEMPT BECAUSE PERIODICAL CHANGE MEMBER WOULD DESPITELY REGENERATE WHOLE BODY
is there any man who can seriously persuade himself that the proposed senate can by any possible means within the compass of human address arrive at the object of a lawless ambition through all these obstructions,BE DESC-RE ANY MAN WHO CANNOT SERIOUSLY PERSUADE X-HIMSELF THAT PROPOSE SENATE CAN BY ANY POSSIBLE MEANS WITHIN COMPASS HUMAN ADDRESS ARRIVE AT OBJECT LAWLESS AMBITION THROUGH ALL SE OBSTACLE
if reason condemns the suspicion the same sentence is pronounced by experience,IF REASON CONDEMN SUSPICION DESC-SAME SENTENCE BE PRONOUNCE BY EXPERIENCE
the constitution of maryland furnishes the most apposite example,CONSTITUTION MARYLAND FURNITURE MOST DESC-APPOSITE EXAMPLE
the senate of that state is elected as the federal senate will be indirectly by the people and for a term less by one year only than the federal senate,SENATE THAT STATE BE ELECT AS DESC-FEDERAL SENATE WILL BE DESPITELY BY PEOPLE AND FOR TERM DIFFERENT THAN ONE YEAR DOUBT FINANCIAL SENEATE
it is distinguished also by the remarkable prerogative of filling up its own vacancies within the term of its appointment and at the same time is not under the control of any such rotation as is provided for the federal senate,X-IT BE DISTINGUISHED DESC-ALSO BY REMARKABLE PREROGATIVE FULFIL DESPITE VOLUNTEER WITHIN TERM SHE APPOINTMENT AND AT SMALL TIME BE NOT UNDER CONTROL ANY SUCH ROOTATION AS BE PROVIDE FOR FEDERAL SENEATE
there are some other lesser distinctions which would expose the former to colorable objections that do not lie against the latter,YET BE SOME DESC-OR LESSER DISTINCTION WHICH WOULD EXPOSE FORMER TO COLORABLE OBJECTION THAT DO NOT LIE AGAINST LATTER
if the federal senate therefore really contained the danger which has been so loudly proclaimed some symptoms at least of a like danger ought by this time to have been betrayed by the senate of maryland but no such symptoms have appeared,IF DESC-FEDERAL SENEATE DECIDEDLY REALLY CONTAIN DANGER WHICH HAVE BE DOUBTLY PRONOUNCE SOME SITUATION AT LEAST LIKE DISTRESS OUGHT BY THIS TIME TO HAVE BEEN BETRAYBY SENATE MARIAGE BUT NO SUCH SYMPTOM HAVE APPEAR
but if any thing could silence the jealousies on this subject it ought to be the british example,BUT IF ANY THING COULD SILENCE JESUS ON THIS SUBJECT X-IT OUGHT TO BE BRITISH EXAMPLE
the senate there instead of being elected for a term of six years and of being unconfined to particular families or fortunes is an hereditary assembly of opulent nobles,SENATE DESC-RE INSTEAD BE ELECT FOR TERM SIX YEAR AND BE UNCONFIGURE TO PARTICULAR FAMILY OR FIELDS BE RELIGIONARY ASSEMBLY OPULENT NOBLE
the house of representatives instead of being elected for two years and by the whole body of the people is elected for seven years and in very great proportion by a very small proportion of the people,HOUSE REPRESENTATIVE DESC-INSTEAD BE ELECT FOR TWO YEAR AND BY WHOLE BODY PEOPLE BE EMPLOY FOR SEVEN YEARS AND IN SORTLY GREATER PROPORTION BORDER DOUBT PROPERTY PERSON
here unquestionably ought to be seen in full display the aristocratic usurpations and tyranny which are at some future period to be exemplified in the united states,HERE DESC-UNQUESTIONABLY OUGHT TO BE SEE IN FULL DISPLAY AristoCRATIC USURPATION AND TYRANNY WHICH BE AT SOME FUTURE PERIOD TO BELONG EXEMPLIFY IN UNITE STATE
as far as antiquity can instruct us on this subject its examples support the reasoning which we have employed,AS DESC-FAR AS ANTIQUITY CAN INSTRUCT X-WE ON THIS SUBJECT ITS EXAMPLE SUPPORT RELIEF WHICH WE HAVE EMPLOY
in sparta the ephori the annual representatives of the people were found an overmatch for the senate for life continually gained on its authority and finally drew all power into their own hands,IN SPARTA EPHORUS DESC-ANNUAL REPRESENTATIVE PEOPLE BE FIND OVERMATCH FOR SENEATE FOR LIFE CONTINUOUSLY GAIN ON X-ITS AUTHORITY AND FINALLY DRAW ALL POWER INTO THROUGH BY NAME
the tribunes of rome who were the representatives of the people prevailed it is well known in almost every contest with the senate for life and in the end gained the most complete triumph over it,TRIBUNNE ROME WHO BE REPRESENTATIVE PEOPLE PREVAIL X-IT BE DESC-WELL KNOW IN ALMOST EVERY CONTEST WITH SENE FOR LIFE AND IN END GAIN MOST COMPLETE TROUPE OVER IT
the fact is the more remarkable as unanimity was required in every act of the tribunes even after their number was augmented to ten,FACT BE MORE DESC-RESTRICTIONAL AS UNANIMITY BE REQUIRE IN EVERY ACT TRIBUNNE EEVEN AFTER X-Y NUMBER BE ADJUST TO TEN
it proves the irresistible force possessed by that branch of a free government which has the people on its side,X-IT PROVE DESC-IRRESISTIBLE FORCE POSSESS BY THAT BRIDGE FREE GOVERNMENT WHICH HAVE PEOPLE ON SECOND
to these examples might be added that of carthage whose senate according to the testimony of polybius instead of drawing all power into its vortex had at the commencement of the second punic war lost almost the whole of its original portion,TO SE EXAMPLE MIGHT BE ADD THAT CARTAGE WHOSE SENATE ACCORD TO TESTIMONY POLYBIUS DESC-INSTEAD DRAW ALL POWER INTO X-ITS VORTEX HAVE AT ENTIREMENT THIRD PUNIC WAR LOSE DESPITELY WHOLE DESERVE ORIGINAL PARTICULAR
the powers of the senate from the new york packet,POWER SENE FROM DESC-NEW YORK PACKAGE
friday march 7 1788,FRIDAY MARCH 7 1788
to the people of the state of new york it is a just and not a new observation that enemies to particular persons and opponents to particular measures seldom confine their censures to such things only in either as are worthy of blame,TO PEOPLE STATE NEW YORK X-IT BE DESC-JUST AND NOT NOUVELLE OBSERVATION THAT EMPLOYER TO PARTICULAR PERSON AND OPPOSITIVE TO PARTICULTURAL MEASURE RARELY CONFINE SUCH THING ONLY IN EIR AS BE WORTHY BLAME
unless on this principle it is difficult to explain the motives of their conduct who condemn the proposed constitution in the aggregate and treat with severity some of the most unexceptionable articles in it,UNLESS ON THIS PRINCIPLE X-IT BE DESC-DIFFICULT TO EXPLAIN MOTIVATIVE SHE CONDUCT WHO CONDEMN PROPOSE CONSTITUTION IN AGGREGATE AND TREAT WITH SEVERITY SOME MOST UNEXCEPTIONABLE ARTICLE IN IT
