Input,Target Gloss,Predicted Gloss
"until now , europe has avoided conflicts with the countries concerned and has made political concessions and gestures .",UNTIL DESC-NOW EUROPE HAVE AVOID CONFLICT WITH COUNTRY CONCERN AND HAVE MAKE DESC-POLITICAL CONCESSION AND GESTURE,UNTIL DESC-NOW EUROPE HAVE AVOID CONFLICT WITH COUNTRY CONCERN AND HAVE MAKE DESC-POLITICAL CONCESSION AND GENTLE
"citizens should , therefore , have extensive and easy access to telecommunications services .",CITIZEN SHOULD DESC-REFORE HAVE DESC-EXTENSIVE AND DESC-EASY ACCESS TO TELECOMMUNICATIONS SERVICE,CITIZEN SHOULD DESC-REFORE HAVE DESC-EXTENSIVE AND DESC-EASY ACCESS TO TELECOMMUNICATION SERVICE
president of the commission . i will answer by sayingno.,X-I WILL ANSWER BY SAYINGNO,X-I WILL ANSWER BY SAYNO
their short sightedness of vision takes my breath away and will only do harm in the long run .,X-Y DESC-SHORT SIGHTEDNESS VISION TAKE X-MY BREATH DESC-AWAY AND WILL DESC-ONLY DO HARM IN DESC-LONG RUN,X-Y DESC-SHORT SIGHTNESS VISION TAKE X-MY BLOW DESC-AWAY AND WILL DESC-ONLY DO HARM IN DESC-LONG RUN
i also oppose individual attacks against jewish workers that further divide israeli and palestinian working class people .,X-I DESC-ALSO OPPOSE INDIVIDUAL ATTACK AGAINST JEWISH WORKER THAT DESC-FURR DIVIDE ISRAELI AND PALESTINIAN WORK CLASS PEOPLE,X-I DESC-ALSO OPPOSE INDIVIDUAL ATTACK AGAINST JERWISH WORKER THAT DESC-FURR DIVISE ISRAELI AND PALESTINIAN WORK CLASS PEOPLE
"the document is balanced , and one could say this about it better late than never .",DOCUMENT BE BALANCE AND ONE COULD SAY THIS ABOUT X-IT DESC-BETTER DESC-LATE THAN DESC-NEVER,DOCUMENT BE DESC-BALANCED AND ONE COULD SAY THIS ABOUT X-IT DESC-BETTER DESC-LATE THAN DESC-NEVER
a decent society creates sensible rules .,DESC-DECENT SOCIETY CREATE SENSIBLE RULE,DESC-DECENT SOCIETY CREATE DESC-SENSIBLE RULE
the same precepts demand that interventions and regulations be balanced and considered .,DESC-SAME PRECEPT DEMAND THAT INTERVENTION AND REGULATION BE BALANCE AND CONSIDER,DESC-SAME PRECEPT DEMAND THAT INTERVENTION AND REGULATION BE DESC-BALANCED AND CONSIDER
"to date , 120 million people are living in areas affected by typhoons .",TO DATE 120 MILLION PEOPLE BE DESC-LIVE IN AREA AFFECT BY TYPHOON,TO DATE 120 MILLION PEOPLE BE DESC-LIVE IN AREA AFFECT BY TYPOON
"nl since mrs van brempt asked me this question , i should like to reply in dutch .",NL SINCE MR VAN BREMPT ASK X-I THIS QUESTION X-I SHOULD LIKE TO REPLY IN DUTCH,SINCE MR VAN BREPTEN ASK X-I THIS QUESTION X-I SHOULD LIKE TO REPLY IN DUTCH
we discussed the first reading of this dossier less than a year ago .,X-WE DISCUSS DESC-FIRST READING THIS DOSSIER DESC-LESS THAN YEAR DESC-AGO,X-WE DISCUSS DESC-FIRST READING THIS DOCUMENT DESC-LESS THAN YEAR DESC-AGO
presumably not .,DESC-PRESUMABLY DESC-NOT,DESC-PROBABLY DESC-NOT
i am pleased that the commission's proposal being debated is using a different evaluation of copenhagen economics .,X-I BE DESC-PLEASED THAT COMMISSION X-POSS PROPOSAL BE DEBATE BE USE DESC-DIFFERENT EVALUATION COPENHAGEN ECONOMICS,X-I BE DESC-PLEASED THAT COMMISSION X-POSS PROPOSAL BE DEBATE BE USE DESC-DIFFERENT EVALUATION COPENHAGEN DESC-ECONOMICS
"the scale of this phenomenon is huge , as can be seen just by looking through the daily papers .",SCALE THIS PHENOMENON BE DESC-HUGE AS CAN BE SEE DESC-JUST BY LOOK THROUGH DESC-DAILY PAPERS,SCALE THIS PHENOMENON BE DESC-HUGE AS CAN BE SEE DESC-JUST BY LOOK THROUGH DESC-DAILY PAPER
"therefore , i believe that we should aim for a postponement and then ultimately ..",X-I BELIEVE THAT X-WE SHOULD AIM FOR POSTPONEMENT AND DESC-N DESC-ULTIMATELY,DESC-REFORE X-I BELIEVE THAT X-WE SHOULD AIM FOR POSTPONEMENT AND DESC-N DESC-ULTIMATELY
we welcome the support given by the italian authorities to the development of libyan naval capacities for this purpose .,X-WE DESC-WELCOME SUPPORT GIVE BY ITALIAN AUTHORITY TO DEVELOPMENT LIBYAN DESC-NAVAL CAPACITY FOR THIS PURPOSE,X-WE DESC-WELCOME SUPPORT GIVE BY ITALIEN AUTHORITY TO DEVELOPMENT LIBYAN DESC-NAVAL CAPACITY FOR THIS PURPOSE
let me also extend my thanks to the staff of the secretariats for their invaluable contribution .,LET X-I DESC-ALSO EXTEND X-MY THANKS TO STAFF SECRETARIAT FOR X-Y DESC-INVALUABLE CONTRIBUTION,LET X-I DESC-ALSO EXTEND X-MY THANKS TO STAFF SECRETARIAT FOR X-Y DESC-INVALIDABLE CONTRIBUTION
"the majority of them are women , most of whom have had their hours and wages cut .",MAJORITY X-Y BE WOMAN MOST WHOM HAVE HAVE X-Y HOUR AND WAGES CUT,MAJORITY X-Y BE WOMAN MOST WHOM HAVE HAVE X-Y HOUR AND WAGE CUT
"a quarter of politicians , local officials and journalists are women .",QUARTER POLITICIAN DESC-LOCAL OFFICIAL AND JOURNALIST BE WOMAN,QUARTER POLITICIAN DESC-LOCAL OPERATOR AND JOURNALIST BE WOMAN
i declare resumed the session suspended on thursday 26 march 200statement by the president,X-I DECLARE RESUME SESSION SUSPEND ON THURSDAY 26 MARCH 200STATEMENT BY PRESIDENT,X-I DECLARE RESUME SESSION SUSPEND ON THURSDAY 26 MARCH DESC-200STATEMENT BY PRESIDENT
we have to contain systemic disruptions that lead to economic hardship for the people of europe .,X-WE HAVE TO CONTAIN DESC-SYSTEMIC DISRUPTION THAT LEAD TO DESC-ECONOMIC HARDSHIP FOR PEOPLE EUROPE,X-WE HAVE TO CONTAIN DESC-SYSTEMIC DISRUPTION THAT LEAD TO DESC-ECONOMIC HARDWORK FOR PEOPLE EUROPE
can the commission assure us that import prices will be maintained in the fruit and vegetable sector ?,CAN COMMISSION ASSURE X-WE THAT IMPORT PRICE WILL BE MAINTAIN IN FRUIT AND VEGETABLE SECTOR,CAN COMMISSION ASSURE X-WE THAT IMPORT PRICE WILL BE MAINTAIN IN FRUIT AND VEGAN SECTOR
"switzerland is a different case , because it has not ratified the eea agreement .",SWITZERLAND BE DESC-DIFFERENT CASE BECAUSE X-IT HAVE DESC-NOT RATIFY EEA AGREEMENT,SWITZERLAND BE DESC-DIFFERENT CASE BECAUSE X-IT HAVE DESC-NOT RATIFY EEMA AGREEMENT
"this year , olive producers have been paid eur 30 per hundred kilograms .",THIS YEAR OLIVE PRODUCER HAVE BE PAY EUR 30 PER HUNDRED KILOGRAM,THIS YEAR OLIVER PRODUCER HAVE BE PAY EUR 30 PER THOUSAND KILOME
one of the most important issues is the abolition of the exequatur procedure .,ONE MOST DESC-IMPORTANT ISSUE BE ABOLITION EXEQUATUR PROCEDURE,ONE MOST DESC-IMPORTANT ISSUE BE ABOLISATION EXEQUATUR PROCEDURE
we have an obligation to exert pressure to achieve a fair solution and peace .,X-WE HAVE OBLIGATION TO EXERT PRESSURE TO ACHIEVE DESC-FAIR SOLUTION AND PEACE,X-WE HAVE OBLIGATION TO EXERCISE PRESSURE TO ACHIEVE DESC-FAIR SOLUTION AND PEACE
the principle of loyalty between the different institutions is very important .,PRINCIPLE LOYALTY BETWEEN DESC-DIFFERENT INSTITUTION BE DESC-VERY DESC-IMPORTANT,PRINCIPLE LEGALITY BETWEEN DESC-DIFFERENT INSTITUTION BE DESC-VERY DESC-IMPORTANT
"the 2008 elections restored democracy and civilian government in pakistan , although that democracy is not completely stable .",2008 ELECTION RESTORE DEMOCRACY AND DESC-CIVILIAN GOVERNMENT IN PAKISTAN ALTHOUGH THAT DEMOCRACY BE DESC-NOT DESC-COMPLETELY DESC-STABLE,2008 ELECTION RESTORE DEMOCRACY AND DESC-CIVILIAN GOVERNMENT IN PAKISTAN WHILE THAT DEMOCRACY BE DESC-NOT DESC-COMPLETELY DESC-STABLE
"my message to the next parliament is ,be vigilant keep an eye on the process.",X-MY MESSAGE TO NEXT PARLIAMENT BE BE VIGILANT KEEP EYE ON PROCESS,X-MY MESSAGE TO NEXT PARLIAMENT BE BE DESC-VIGILANT KEEP EYE ON PROCESS
we must keep to time if we are to have a lively debate .,X-WE MUST KEEP TO TIME IF X-WE BE TO HAVE DESC-LIVELY DEBATE,X-WE MUST KEEP TO TIME IF X-WE BE TO HAVE DESC-LITTLE DEBATE
"without that , and without the opening of national infrastructure , european rail freight is doomed .",WITHOUT THAT AND WITHOUT OPEN DESC-NATIONAL INFRASTRUCTURE EUROPEAN RAIL FREIGHT BE DOOM,WITHOUT THAT AND WITHOUT DESC-OPEN DESC-NATIONAL INFRASTRUCTURE EUROPEAN RAIL FREIGHT BE DOOM
"i use this term because animals , as a rule , find any motorised transport frightening .",X-I USE THIS TERM BECAUSE ANIMAL AS RULE FIND ANY MOTORISE TRANSPORT DESC-FRIGHTENING,X-I USE THIS TERM BECAUSE ANIMAL AS RULE FIND ANY MOTORISE TRANSPORT DESC-FURRYING
the us congress called the goldstone report irremediably biased and unworthy of further consideration or legitimacy .,X-WE CONGRESS CALL GOLDSTONE REPORT DESC-IRREMEDIABLY BIAS AND UNWORTHY DESC-FURR CONSIDERATION OR LEGITIMACY,X-WE CONGRESS CALL GOLDSTONE REPORT DESC-IRREMEDIABLY DESC-BIASIS AND DESC-UNWORTHY DESC-FURR CONSIDERATION OR LEGITIMACY
i ask everyone to be generous in implementing alternatives to make up for the incapacities of the institutions .,X-I ASK EVERYONE TO BE DESC-GENEROUS IN IMPLEMENT ALTERNATIVE TO MAKE DESC-UP FOR INCAPACITY INSTITUTION,X-I ASK EVERYONE TO BE DESC-GENEROUS IN IMPLEMENT ALTERNATIVE TO MAKE DESC-UP FOR INSCAPACITY INSTITUTION
you would all have said that it is unlawful for the european union to send election observers there .,X-YOU WOULD ALL HAVE SAY THAT X-IT BE DESC-UNLAWFUL FOR EUROPEAN UNION TO SEND ELECTION OBSERVER DESC-RE,X-YOU WOULD ALL HAVE SAY THAT X-IT BE DESC-UNCLEAR FOR EUROPEAN UNION TO SEND ELECTION OBSERVER DESC-RE
"on substance , the commission proposals allow for discrimination against online retailers who do not have a bricks and mortar shop .",ON SUBSTANCE COMMISSION PROPOSAL ALLOW FOR DISCRIMINATION AGAINST ONLINE RETAILER WHO DO DESC-NOT HAVE BRICK AND MORTAR SHOP,ON SUBSTANCE COMMISSION PROPOSAL ALLOW FOR DISCRIMINATION AGAINST ONLINE RETAILER WHO DO DESC-NOT HAVE BLOCK AND MORDER SHOP
our new ally has bravely supported our fight against terrorism in several nato missions .,X-WE DESC-NEW ALLY HAVE DESC-BRAVELY SUPPORT X-WE FIGHT AGAINST TERRORISM IN DESC-SEVERAL NATO MISSION,X-WE DESC-NEW ALLIANCE HAVE DESC-BRAVELY SUPPORT X-WE FIGHT AGAINST TERRORISM IN DESC-SEVERAL NATO MISSION
recent events in pakistan have shown that the country is ready for profound changes to its system .,DESC-RECENT EVENT IN PAKISTAN HAVE SHOW THAT COUNTRY BE DESC-READY FOR DESC-PROFOUND CHANGE TO X-ITS SYSTEM,DESC-RECENT EVENT IN PAKISTAN HAVE SHOW THAT COUNTRY BE DESC-READY FOR DESC-PROFOUNDING CHANGE TO X-ITS SYSTEM
yet the uk pays gbp 45 million a day into this corrupt institution .,DESC-YET UK PAY GBP 45 MILLION DAY INTO THIS DESC-CORRUPT INSTITUTION,DESC-YET UK PAY GBP 45 MILLION DAY INTO THIS DESC-CORRUPTED INSTITUTION
it should not be diverted and it should not be shared .,X-IT SHOULD DESC-NOT BE DIVERT AND X-IT SHOULD DESC-NOT BE SHARE,X-IT SHOULD DESC-NOT BE DIVERSE AND X-IT SHOULD DESC-NOT BE SHARE
i would be grateful if parliament's bureau could advise on the necessary measures .,X-I WOULD BE DESC-GRATEFUL IF PARLIAMENT X-POSS BUREAU COULD ADVISE ON DESC-NECESSARY MEASURE,X-I WOULD BE DESC-GRATEFUL IF PARLIAMENT X-POSS BUREAU COULD ADVICE ON DESC-NECESSARY MEASURE
nobody can quantify the risk .,NOBODY CAN QUANTIFY RISK,NOBODY CAN QUALIFY RISK
we needed a measure to curb xenophobia .,X-WE NEED MEASURE TO CURB XENOPHOBIA,X-WE NEED MEASURE TO CURVE XENOPHOBIA
this is very apparent when it comes to implementing and enforcing the necessary and much awaited legislation which we draft .,THIS BE DESC-VERY DESC-APPARENT WHEN X-IT COME TO IMPLEMENT AND ENFORCE DESC-NECESSARY AND DESC-MUCH AWAIT LEGISLATION WHICH X-WE DRAFT,THIS BE DESC-VERY DESC-APPARENT WHEN X-IT COME TO IMPLEMENT AND ENFORC DESC-NECESSARY AND DESC-MUCH DESC-AWAIT LEGISLATION WHICH X-WE DRAFT
this is why the parliaments of both countries should ratify that outcome beforehand .,THIS BE WHY PARLIAMENT BOTH COUNTRY SHOULD RATIFY THAT OUTCOME DESC-BEFOREHAND,THIS BE WHY PARLIAMENT BOTH COUNTRY SHOULD RATIFY THAT OUTCOME DESC-AVAILABLELY
it is absolutely paramount to focus this support in the areas most affected by land abandonment .,X-IT BE DESC-ABSOLUTELY DESC-PARAMOUNT TO FOCUS THIS SUPPORT IN AREA MOST AFFECT BY LAND ABANDONMENT,X-IT BE DESC-ABSOLUTELY DESC-PRIMARY TO FOCUS THIS SUPPORT IN AREA MOST AFFECT BY LAND ABANDONMENT
"they bombed , shot and murdered their way to success at the ballot box .",X-Y BOMB SHOT AND MURDER X-Y WAY TO SUCCESS AT BALLOT BOX,X-Y BOMB SHOOT AND MURDER X-Y WAY TO SUCCESS AT BALLOT BOX
organise a european competition to name this something else if you think it should be legalised .,ORGANISE EUROPEAN COMPETITION TO NAME THIS SOMETHING DESC-ELSE IF X-YOU THINK X-IT SHOULD BE LEGALISE,ORGANISE EUROPEAN COMPETITION TO NAME THIS SOMETHING DESC-ELSE IF X-YOU THINK X-IT SHOULD BE LEGISLATE
"as legislators , we have hesitated did this agreement need to be concluded at first reading ?",AS LEGISLATOR X-WE HAVE HESITATE DO THIS AGREEMENT NEED TO BE CONCLUDE AT DESC-FIRST READING,AS LEGISLATOR X-WE HAVE HABIT DO THIS AGREEMENT NEED TO BE CONCLUDE AT DESC-FIRST READING
"i have deep respect for small enterprises which , against all odds , try to survive .",X-I HAVE DESC-DEEP RESPECT FOR DESC-SMALL ENTERPRISE WHICH AGAINST ALL ODDS TRY TO SURVIVE,X-I HAVE DESC-DEEP RESPECT FOR DESC-SMALL ENTERPRISE WHICH AGAINST ALL OPPORTUNITY TRY TO SURVIVE
i firmly believe that this financial imbalance must be corrected .,X-I DESC-FIRMLY BELIEVE THAT THIS DESC-FINANCIAL IMBALANCE MUST BE DESC-CORRECT,X-I DESC-FIRMLY BELIEVE THAT THIS DESC-FINANCIAL INDEX MUST BE CORRECT
we should remember the significant korean investment in the car sector in europe .,X-WE SHOULD REMEMBER DESC-SIGNIFICANT KOREAN INVESTMENT IN CAR SECTOR IN EUROPE,X-WE SHOULD REMEMBER DESC-SIGNIFICANT KOREAAN INVESTMENT IN CAR SECTOR IN EUROPE
"third , the proactive promotion of donation in hospitals as a way of overcoming shortages .",DESC-THIRD DESC-PROACTIVE PROMOTION DONATION IN HOSPITAL AS WAY OVERCOME SHORTAGE,DESC-THIRD DESC-PROACTIVE PROMOTION DONOR IN HOSPITAL AS WAY OVERCOME SHORTAGE
we support the draft budget put forward by mr surján .,N DRAFT BUDGET PUT DESC-FORWARD BY MR SURJ,X-WE SUPPORT DRAFT BUDGET PUT DESC-FORWARD BY MR SURJ
america bears a vastly disproportionate burden worldwide for securing the liberty of us all .,AMERICA BEAR DESC-VASTLY DESC-DISPROPORTIONATE BURDEN WORLDWIDE FOR DESC-SECURE LIBERTY X-WE ALL,AMERICA BEAR DESC-VASTLY DESC-DISPROPORTIONATE BURDEN WORLDWIDE FOR SECURE LIBERTY X-WE ALL
the left is free to dislike the italian government .,LEFT BE DESC-FREE TO DISLIKE ITALIAN GOVERNMENT,LEFT BE DESC-FREE TO DISAGREE ITALIEN GOVERNMENT
conservation of wild birds codified version,CONSERVATION DESC-WILD BIRD CODIFY VERSION,CONSERVATION DESC-WILD VOICE CODIFY VERSION
"we are the biggest donors , and yet we do not exist .",X-WE BE DESC-BIGGEST DONOR AND DESC-YET X-WE DO DESC-NOT EXIST,X-WE BE DESC-BIGGEST DONATOR AND DESC-YET X-WE DO DESC-NOT EXIST
"among other things , it requires effective antitrust legislation .",AMONG DESC-OR THING X-IT REQUIRE DESC-EFFECTIVE DESC-ANTITRUST LEGISLATION,AMONG DESC-OR THING X-IT REQUIRE DESC-EFFECTIVE ANTITRACT LEGISLATION
i must say that the situation regarding macedonia is reminiscent of a scene from an ancient greek tragedy .,X-I MUST SAY THAT SITUATION REGARD MACEDONIUM BE REMINISCENT SCENE FROM DESC-ANCIENT GREEK TRAGEDY,X-I MUST SAY THAT SITUATION REGARD MACEDONIUM BE REMINDER SCENE FROM DESC-ANTIQUE GREEK TRAGEDY
farai maguwu was arrested on charges of publishing information prejudicial to the state .,FARA X-I MAGUWU BE ARREST ON CHARGE PUBLISH INFORMATION DESC-PREJUDICIAL TO STATE,FARAUS MAUWU BE ARREST ON CHARGE PUBLISH INFORMATION DESC-PRÉJUDICIAL TO STATE
"only yesterday , we had a meeting with the commission in madrid .",DESC-ONLY YESTERDAY X-WE HAVE MEETING WITH COMMISSION IN MADRID,DESC-ONLY YESTERDAY X-WE HAVE MEETING WITH COMMISSION IN MADAD
"it means rescinding laws retrospectively , which undermines the principle of legal certainty .",X-IT MEAN RESCIND LAW DESC-RETROSPECTIVELY WHICH UNDERMINE PRINCIPLE DESC-LEGAL CERTAINTY,X-IT MEAN RECIDGE LAW DESC-RECENTLY WHICH UNDERMINE PRINCIPLE DESC-LEGAL CERTAINTY
hundreds of innocent civilians have been killed and thousands presently face death on a daily basis .,HUNDRED DESC-INNOCENT DESC-CIVILIAN HAVE BE KILL AND THOUSAND DESC-PRESENTLY FACE DEATH ON DESC-DAILY BASIS,HUNDRED DESC-INNOCENT DESC-CIVILIAN HAVE BE KILL AND THOUSAND DESC-CURRENTLY FACE DEATH ON DESC-DAILY BASIS
lowering the 80 % threshold to 75 % would not solve our problems .,DESC-LOWER 80 % THRESHOLD TO 75 % WOULD DESC-NOT SOLVE X-WE PROBLEM,LOWER 80 % THRESHOLD TO 75 % WOULD DESC-NOT SOLVE X-WE PROBLEM
supervisory legislation must be amended and precautions for crisis management improved .,DESC-SUPERVISORY LEGISLATION MUST BE AMEND AND PRECAUTION FOR CRISIS MANAGEMENT IMPROVE,DESC-SUPERVISORY LEGISLATION MUST BE AMEND AND PRECAUTIONS FOR CRISIS MANAGEMENT IMPROVE
"they are discriminated against on the labour market , in the service sector , in transport .",X-Y BE DESC-DISCRIMINATE AGAINST ON LABOR MARKET IN SERVICE SECTOR IN TRANSPORT,X-Y BE DISCRIMINATE AGAINST ON LABOR MARKET IN SERVICE SECTOR IN TRANSPORT
"twenty years after the fall of the berlin wall , it is wonderful to see you in this position .",TWENTY YEAR AFTER FALL BERLIN WALL X-IT BE DESC-WONDERFUL TO SEE X-YOU IN THIS POSITION,ZENTY YEAR AFTER FALL BERLIN WALL X-IT BE DESC-WONDERFUL TO SEE X-YOU IN THIS POSITION
the remaining reforms in the judiciary referred to are being tackled .,REMAIN REFORM IN JUDICIARY REFER TO BE BE TACKLE,RESUME REFORM IN JUDICIAL REFER TO BE BE TACKLE
"banning this chemical is therefore , to a very large extent , a worker protection issue .",BAN THIS CHEMICAL BE DESC-REFORE TO DESC-VERY DESC-LARGE EXTENT WORKER PROTECTION ISSUE,BANN THIS CHEMICAL BE DESC-REFORE TO DESC-VERY DESC-LARGE EXTENT WORKER PROTECTION ISSUE
"it endorses the resumption of free trade agreement negotiations with central america , colombia and peru .",X-IT ENDORSE RESUMPTION DESC-FREE TRADE AGREEMENT NEGOTIATION WITH DESC-CENTRAL AMERICA COLOMBIUM AND PERU,X-IT ENDORSE RESUMPTION DESC-FREE TRADE AGREEMENT NEGOTIATION WITH DESC-CENTRAL AMERICA COLOMBUS AND PERU
"as such , a possible grant could be used retroactively for emergency operations from day one of the disaster .",AS DESC-SUCH DESC-POSSIBLE GRANT COULD BE USE DESC-RETROACTIVELY FOR EMERGENCY OPERATION FROM DAY ONE DISASTER,AS DESC-SUCH DESC-POSSIBLE GRANT COULD BE USE DESC-REVERTATIVELY FOR EMERGENCY OPERATION FROM DAY ONE DISASTER
we are not even permitted to have the kind of light bulbs that we would like .,X-WE BE DESC-NOT DESC-EVEN PERMIT TO HAVE KIND LIGHT BULB THAT X-WE WOULD LIKE,X-WE BE DESC-NOT DESC-EVEN PERMIT TO HAVE KIND LIGHT BULLET THAT X-WE WOULD LIKE
"at the same time , it is one of the world's most corrupt countries .",AT DESC-SAME TIME X-IT BE ONE WORLD X-POSS MOST DESC-CORRUPT COUNTRY,AT DESC-SAME TIME X-IT BE ONE WORLD X-POSS MOST DESC-CORRUPTED COUNTRY
"some countries have resorted to protectionist practices , while others are trying to liberalise trade .",SOME COUNTRY HAVE RESORT TO PROTECTIONIST PRACTICE WHILE DESC-OR BE TRY TO LIBERALISE TRADE,SOME COUNTRY HAVE RESERVE TO PROTECTIONIST PRACTICE WHILE DESC-OR BE TRY TO LIBERALIZE TRADE
it is also most important that burma embarks on a dialogue between political and ethnic groups .,X-IT BE DESC-ALSO MOST DESC-IMPORTANT THAT BURMA EMBARK ON DIALOGUE BETWEEN DESC-POLITICAL AND DESC-ETHNIC GROUP,X-IT BE DESC-ALSO MOST DESC-IMPORTANT THAT BURMA ENGAGE ON DIALOGUE BETWEEN DESC-POLITICAL AND DESC-ETHNIC GROUP
paragraph 314 of the south korean criminal code refers to the crime ofdisrupting operations.,PARAGRAPH 314 DESC-SOUTH KOREAN DESC-CRIMINAL CODE REFER TO CRIME OFDISRUPT OPERATION,PARAGRAPH 314 DESC-SOUTH KOREAAN DESC-CRIMINAL CODE REFER TO CRIME OFDISRUPT OPERATION
"last year , the largest member state , germany , abandoned this theory .",DESC-LAST YEAR DESC-LARGEST MEMBER STATE GERMANY ABANDON THIS ORY,DESC-LAST YEAR DESC-LARGEST MEMBER STATE GERMANY ABOUND THIS THEORY
this kurdish issue is also placing a huge strain on the democratisation process .,THIS KURDISH ISSUE BE DESC-ALSO PLACE DESC-HUGE STRAIN ON DEMOCRATISATION PROCESS,THIS KURDISH ISSUE BE DESC-ALSO PLACE DESC-HUGE STRUCTURE ON DEMOCRATISATION PROCESS
planting trees helps to combat desertification .,PLANT TREE HELP TO COMBAT DESERTIFICATION,PLANT TREE HELP TO COMBAT DESERVATIONIFICATION
these unpolluted areas are ideal for studying natural changes and the evolution of nature .,SE DESC-UNPOLLUTED AREA BE IDEAL FOR STUDY DESC-NATURAL CHANGE AND EVOLUTION NATURE,SE DESC-UNPOLLUTED AREA BE DESC-IDEAL FOR STUDY DESC-NATURAL CHANGE AND EVOLUTION NATURE
the blame for this whole tragedy lies both with the congolese army and rwandan rebels .,BLAME FOR THIS WHOLE TRAGEDY LIE BOTH WITH CONGOLESE ARMY AND RWANDAN REBEL,BLAME FOR THIS WHOLE TRAGEDY LIE BOTH WITH CONGOLESE ARMY AND RWANDAN REPUBLIC
"today , we are forecasting our role for many years to come .",TODAY X-WE BE FORECAST X-WE ROLE FOR DESC-MANY YEAR TO COME,TODAY X-WE BE PROGRAM X-WE ROLE FOR DESC-MANY YEAR TO COME
